Run,international_trade,max_eff,eutax,neighbor_influence,tax_influence,member_trade_multiplier,tax_distribution,member_count,other_count,average_cooperativeness,other_wealth,total_wealth,member_wealth,other_eff,total_eff,member_eff,gini_coefficient,stdev_agent_cooperativeness
0,True,0.439453125,0.14833984375,0.1037109375,0.1353515625,1.2083007812500002,1.162890625,1.0,319.0,-0.99375,25029.28710319556,25076.056482381617,39995.48844273418,1.5013398594739114,1.5053780069974958,2.793547067020932,0.20260969715565136,0.11162856937182344
1,True,0.091796875,0.14833984375,0.1037109375,0.1353515625,1.2083007812500002,1.162890625,1.0,319.0,-0.99375,25118.173059889134,25133.21195821378,29930.620523775484,1.507493897705904,1.508361245388818,1.7850451562383676,0.0486480459055251,0.11162856937182344
2,True,0.439453125,0.54970703125,0.1037109375,0.1353515625,1.2083007812500002,1.162890625,1.0,319.0,-0.99375,24917.8964741033,25005.63638006689,52994.66638245125,1.499026476015528,1.5029753053314228,2.762651857101785,0.2214450115079218,0.11162856937182344
